controller,model_seed,test_seed,horizon_hours,scenario_hours,event_count,override_events,episode_wall_time_s,episode_total_cost_eur,terminal_cleanup_operating_cost_eur,total_cost_eur,normalized_cost_eur_per_720h,captured_t,stored_t,vented_t,normalized_vented_t_per_720h,storage_rate,unit_cost_eur_per_captured_t
greedy,,9000043,2160,8928,,,8.994413269218057,7534468.650797447,178337.72108762834,7712806.371885075,2570935.4572950252,388251.17855546664,333108.87624527444,37720.326456711235,12573.442152237078,0.8579726080540039,19.86550665623595
greedy,,9000044,2160,8928,,,7.538788614328951,6491347.099549027,234066.83803362897,6725413.937582656,2241804.6458608853,390195.6022661407,351292.1886933231,23698.60974605953,7899.536582019844,0.9002976626418184,17.23600650167106
greedy,,9000045,2160,8928,,,10.271501710172743,8482531.68109614,223192.96228211664,8705724.643378258,2901908.2144594193,390482.6775701306,315075.7273777286,52261.19169940796,17420.397233135984,0.8068878479792259,22.29477808734476
greedy,,9000046,2160,8928,,,9.024091628845781,7226118.924173379,292501.67276113865,7518620.596934518,2506206.865644839,381721.6934856551,337606.12129066966,35634.11474305249,11878.038247684162,0.8844300102722789,19.696602852929193
greedy,,9000047,2160,8928,,,12.666888230014592,6551737.71603981,196358.97445559764,6748096.690495408,2249365.563498469,377318.0752541105,336832.73848162213,26902.21309283318,8967.404364277725,0.8927023659144266,17.88437165632948
greedy,,9000048,2160,8928,,,12.273264480754733,6692171.947083078,200379.86274568678,6892551.809828765,2297517.2699429216,392705.3888261524,352658.5058945167,24168.313495829185,8056.104498609728,0.8980230878640574,17.551457163425997
greedy,,9000049,2160,8928,,,13.014618312008679,6783066.530634269,242624.99563372886,7025691.526267998,2341897.1754226657,391117.69548405823,340232.31300477165,29033.028740913735,9677.676246971245,0.8698975191692377,17.96311342439468
greedy,,9000050,2160,8928,,,13.684377408120781,7576960.675495496,234567.01753279695,7811527.693028293,2603842.564342764,390501.10058907396,331380.1824734473,39694.373102267185,13231.45770075573,0.8486024289651366,20.00385576697362
greedy,,9000051,2160,8928,,,16.217724797315896,5682141.878586633,179905.57328213,5862047.451868763,1954015.8172895878,384109.6365932407,363778.04803204373,11250.097548668713,3750.032516222904,0.9470682674313442,15.261391262819256
greedy,,9000052,2160,8928,,,9.953212747815996,7687658.881930739,197569.87011466626,7885228.752045405,2628409.584015135,397928.83196711226,343463.50240646827,39397.82576599545,13132.608588665149,0.8631279636325889,19.815675866123463
greedy,,9000053,2160,8928,,,15.28117140661925,5889974.924214914,207955.75323625762,6097930.677451172,2032643.5591503908,387473.59864409367,355156.8410121059,15617.000242499369,5205.666747499789,0.9165962332786661,15.737667543775821
greedy,,9000054,2160,8928,,,15.295268626883626,6645346.074872091,241269.85789654352,6886615.9327686345,2295538.644256212,388748.58741330734,348124.8472458437,26371.861871966747,8790.620623988914,0.8955012532964561,17.714832042455665
greedy,,9000055,2160,8928,,,14.25388332316652,6446034.565792212,191501.6283732835,6637536.194165496,2212512.064721832,388204.6136448108,355056.88600649324,21752.775163449413,7250.9250544831375,0.9146127416490568,17.098035316598615
greedy,,9000056,2160,8928,,,14.247023370116949,5742646.111327329,197827.7187326863,5940473.830060015,1980157.9433533384,380720.2034525248,354938.69057294977,13247.599232283243,4415.866410761081,0.9322822570334386,15.603253455396892
greedy,,9000057,2160,8928,,,10.242664575576782,6127842.581692457,232639.5453274252,6360482.127019882,2120160.7090066276,395531.9613194659,355962.56306719023,17822.280226397677,5940.760075465892,0.8999590371400708,16.080829740792062
